PX%,발행시,6개월후,12개월후,18개월후,24개월후,30개월후,만기,PX,델타(발행시),델타(6개월),델타(12개월),델타(18개월),델타(24개월),델타(30개월),델타(만기),감마(발행시),감마(6개월),감마(12개월),감마(18개월),감마(24개월),감마(30개월),감마(만기),,발행시 volup,6개월후up,12개월후up,18개월후uip,24개월후up,30개월후up,만기up,발행시 VEGA,6개월후VEGA,12개월후VEGA,18개월후VEGA,24개월후VEGA,30개월후VEGA,만기VEGA
182%,101.41%,103.79%,106.11%,108.42%,110.72%,113.01%,113.80%,540.94,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,1.01407,1.03794,1.06111,1.08424,1.10716,1.13012,1.138,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%
183%,101.41%,103.79%,106.11%,108.42%,110.72%,113.01%,113.80%,542.427,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,1.01407,1.03794,1.06111,1.08424,1.10716,1.13012,1.138,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%
183%,101.41%,103.79%,106.11%,108.42%,110.72%,113.01%,113.80%,543.913,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,1.01407,1.03794,1.06111,1.08424,1.10716,1.13012,1.138,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%
184%,101.41%,103.79%,106.11%,108.42%,110.72%,113.01%,113.80%,545.399,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,1.01407,1.03794,1.06111,1.08424,1.10716,1.13012,1.138,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%
184%,101.41%,103.79%,106.11%,108.42%,110.72%,113.01%,113.80%,546.885,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,1.01407,1.03794,1.06111,1.08424,1.10716,1.13012,1.138,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%
185%,101.41%,103.79%,106.11%,108.42%,110.72%,113.01%,113.80%,548.371,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,1.01407,1.03794,1.06111,1.08424,1.10716,1.13012,1.138,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%
185%,101.41%,103.79%,106.11%,108.42%,110.72%,113.01%,113.80%,549.857,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,1.01407,1.03794,1.06111,1.08424,1.10716,1.13012,1.138,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%
185%,101.41%,103.79%,106.11%,108.42%,110.72%,113.01%,113.80%,551.343,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,1.01407,1.03794,1.06111,1.08424,1.10716,1.13012,1.138,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%
186%,101.41%,103.79%,106.11%,108.42%,110.72%,113.01%,113.80%,552.829,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,1.01407,1.03794,1.06111,1.08424,1.10716,1.13012,1.138,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%
186%,101.41%,103.79%,106.11%,108.42%,110.72%,113.01%,113.80%,554.315,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,1.01407,1.03794,1.06111,1.08424,1.10716,1.13012,1.138,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%
187%,101.41%,103.79%,106.11%,108.42%,110.72%,113.01%,113.80%,555.801,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,1.01407,1.03794,1.06111,1.08424,1.10716,1.13012,1.138,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%
188%,101.41%,103.79%,106.11%,108.42%,110.72%,113.01%,113.80%,557.288,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,1.01407,1.03794,1.06111,1.08424,1.10716,1.13012,1.138,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%
188%,101.41%,103.79%,106.11%,108.42%,110.72%,113.01%,113.80%,558.774,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,1.01407,1.03794,1.06111,1.08424,1.10716,1.13012,1.138,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%
189%,101.41%,103.79%,106.11%,108.42%,110.72%,113.01%,113.80%,560.26,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,1.01407,1.03794,1.06111,1.08424,1.10716,1.13012,1.138,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%
189%,101.41%,103.79%,106.11%,108.42%,110.72%,113.01%,113.80%,561.746,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,1.01407,1.03794,1.06111,1.08424,1.10716,1.13012,1.138,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%
190%,101.41%,103.79%,106.11%,108.42%,110.72%,113.01%,113.80%,563.232,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,1.01407,1.03794,1.06111,1.08424,1.10716,1.13012,1.138,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%
190%,101.41%,103.79%,106.11%,108.42%,110.72%,113.01%,113.80%,564.718,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,1.01407,1.03794,1.06111,1.08424,1.10716,1.13012,1.138,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%
190%,101.41%,103.79%,106.11%,108.42%,110.72%,113.01%,113.80%,566.204,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,1.01407,1.03794,1.06111,1.08424,1.10716,1.13012,1.138,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%
191%,101.41%,103.79%,106.11%,108.42%,110.72%,113.01%,113.80%,567.69,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,1.01407,1.03794,1.06111,1.08424,1.10716,1.13012,1.138,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%
191%,101.41%,103.79%,106.11%,108.42%,110.72%,113.01%,113.80%,569.176,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,1.01407,1.03794,1.06111,1.08424,1.10716,1.13012,1.138,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%
192%,101.41%,103.79%,106.11%,108.42%,110.72%,113.01%,113.80%,570.662,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,1.01407,1.03794,1.06111,1.08424,1.10716,1.13012,1.138,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%
193%,101.41%,103.79%,106.11%,108.42%,110.72%,113.01%,113.80%,572.149,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,1.01407,1.03794,1.06111,1.08424,1.10716,1.13012,1.138,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%
193%,101.41%,103.79%,106.11%,108.42%,110.72%,113.01%,113.80%,573.635,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,1.01407,1.03794,1.06111,1.08424,1.10716,1.13012,1.138,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%
194%,101.41%,103.79%,106.11%,108.42%,110.72%,113.01%,113.80%,575.121,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,1.01407,1.03794,1.06111,1.08424,1.10716,1.13012,1.138,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%
194%,101.41%,103.79%,106.11%,108.42%,110.72%,113.01%,113.80%,576.607,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,1.01407,1.03794,1.06111,1.08424,1.10716,1.13012,1.138,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%
195%,101.41%,103.79%,106.11%,108.42%,110.72%,113.01%,113.80%,578.093,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,1.01407,1.03794,1.06111,1.08424,1.10716,1.13012,1.138,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%
195%,101.41%,103.79%,106.11%,108.42%,110.72%,113.01%,113.80%,579.579,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,1.01407,1.03794,1.06111,1.08424,1.10716,1.13012,1.138,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%
195%,101.41%,103.79%,106.11%,108.42%,110.72%,113.01%,113.80%,581.065,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,1.01407,1.03794,1.06111,1.08424,1.10716,1.13012,1.138,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%
196%,101.41%,103.79%,106.11%,108.42%,110.72%,113.01%,113.80%,582.551,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,1.01407,1.03794,1.06111,1.08424,1.10716,1.13012,1.138,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%
196%,101.41%,103.79%,106.11%,108.42%,110.72%,113.01%,113.80%,584.037,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,1.01407,1.03794,1.06111,1.08424,1.10716,1.13012,1.138,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%
197%,101.41%,103.79%,106.11%,108.42%,110.72%,113.01%,113.80%,585.523,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,1.01407,1.03794,1.06111,1.08424,1.10716,1.13012,1.138,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%
198%,101.41%,103.79%,106.11%,108.42%,110.72%,113.01%,113.80%,587.01,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,1.01407,1.03794,1.06111,1.08424,1.10716,1.13012,1.138,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%
198%,101.41%,103.79%,106.11%,108.42%,110.72%,113.01%,113.80%,588.496,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,1.01407,1.03794,1.06111,1.08424,1.10716,1.13012,1.138,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%
199%,101.41%,103.79%,106.11%,108.42%,110.72%,113.01%,113.80%,589.982,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,1.01407,1.03794,1.06111,1.08424,1.10716,1.13012,1.138,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%
199%,101.41%,103.79%,106.11%,108.42%,110.72%,113.01%,113.80%,591.468,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,1.01407,1.03794,1.06111,1.08424,1.10716,1.13012,1.138,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%
200%,101.41%,103.79%,106.11%,108.42%,110.72%,113.01%,113.80%,592.954,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,1.01407,1.03794,1.06111,1.08424,1.10716,1.13012,1.138,,,,,,,
200%,101.41%,103.79%,106.11%,108.42%,110.72%,113.01%,113.80%,594.44,,,,,,,,,,,,,,,,1.01407,1.03794,1.06111,1.08424,1.10716,1.13012,1.138,,,,,,,
