tau,s_tmp,cash,delta,pv,r,q,PL,cash,asset,debt,PL,,,,,
1000,129.814,-0.0121919,0.00335108,0.435018,0.0140082,0.000247209,-1.2192%,-0.0121916,0.435017099,-0.435018,-1.2192%,,,,,
1001,129.175,-0.0121924,0.00335109,0.432877,0.014006,0.000198322,-1.2192%,-0.0121934,0.432877051,-0.432877,-1.2193%,,,,,
1002,129.818,-0.0121928,0.00335109,0.435031,0.0140038,0.000149434,-1.2193%,-0.0121927,0.435031802,-0.435031,-1.2192%,,,,,
1003,129.902,-0.0121933,0.00335109,0.435313,0.0140016,0.000100546,-1.2193%,-0.0121931,0.435313293,-0.435313,-1.2193%,,,,,
1004,131.366,-0.0121938,0.00335109,0.440219,0.0139995,5.17E-05,-1.2194%,-0.0121937,0.440219289,-0.440219,-1.2193%,,,,,
1005,130.339,-0.0121942,0.00335109,0.436778,0.0139973,2.77E-06,-1.2194%,-0.0121943,0.43677772,-0.436778,-1.2195%,,,,,
1006,130.423,-0.0121947,0.00335109,0.437059,0.0139951,-4.61E-05,-1.2195%,-0.0121947,0.437059211,-0.437059,-1.2195%,,,,,
1007,129.079,-0.0121952,0.00335109,0.432555,0.0139929,-9.50E-05,-1.2195%,-0.0121953,0.432555346,-0.432555,-1.2195%,,,,,
1008,128.84,-0.0121956,0.00335109,0.431754,0.0139907,-0.000143892,-1.2196%,-0.0121958,0.431754436,-0.431754,-1.2195%,,,,,
1009,129.764,-0.0121961,0.00335108,0.43485,0.0139885,-0.00019278,-1.2196%,-0.0121950,0.434849545,-0.43485,-1.2195%,,,,,
1010,130.92,-0.0121966,0.00335108,0.438724,0.0139863,-0.000241668,-1.2197%,-0.0121969,0.438723394,-0.438724,-1.2197%,,,,,
1011,132.911,-0.012197,0.00335108,0.445395,0.0139841,-0.000290556,-1.2197%,-0.0121974,0.445395394,-0.445395,-1.2197%,,,,,
1012,132.409,-0.0121975,0.00335108,0.443713,0.0139819,-0.000339443,-1.2198%,-0.0121979,0.443713152,-0.443713,-1.2198%,,,,,
1013,133.676,-0.012198,0.00335107,0.447958,0.0139797,-0.000388331,-1.2198%,-0.0121971,0.447957633,-0.447958,-1.2197%,,,,,
1014,132.855,-0.0121984,0.00335107,0.445206,0.0139775,-0.000437219,-1.2198%,-0.0121990,0.445206405,-0.445206,-1.2199%,,,,,
1015,133.84,-0.0121989,0.00335106,0.448506,0.0139753,-0.000486106,-1.2199%,-0.0121981,0.44850587,-0.448506,-1.2198%,,,,,
1016,132.068,-0.0121994,0.00335106,0.442568,0.0139732,-0.000534994,-1.2199%,-0.0122000,0.442567792,-0.442568,-1.2200%,,,,,
1017,132.797,-0.0121998,0.00335105,0.44501,0.013971,-0.000583882,-1.2200%,-0.0121993,0.445009387,-0.44501,-1.2200%,,,,,
1018,132.765,-0.0122003,0.00335105,0.444902,0.0139688,-0.00063277,-1.2200%,-0.0122010,0.444902153,-0.444902,-1.2201%,,,,,
1019,130.764,-0.0122008,0.00335104,0.438196,0.0139666,-0.000681657,-1.2201%,-0.0122003,0.438195395,-0.438196,-1.2201%,,,,,
1020,130.981,-0.0122012,0.00335136,0.438965,0.0139644,0.0349668,-1.2201%,-0.0122011,0.438964484,-0.438965,-1.2202%,,,,,
1021,129.04,-0.0122017,0.00335168,0.432501,0.0139622,0.0349879,-1.2202%,-0.0122015,0.432500787,-0.432501,-1.2202%,,,,,
1022,128.619,-0.0122022,0.00335201,0.431132,0.01396,0.035009,-1.2202%,-0.0122033,0.431132174,-0.431132,-1.2203%,,,,,
1023,130.668,-0.0122026,0.00335233,0.438042,0.0139578,0.0350302,-1.2203%,-0.0122024,0.438042256,-0.438042,-1.2202%,,,,,
1024,129.502,-0.0122031,0.00335265,0.434175,0.0139556,0.0350513,-1.2203%,-0.0122028,0.43417488,-0.434175,-1.2203%,,,,,
1025,129.097,-0.0122036,0.00335297,0.432859,0.0139534,0.0350724,-1.2204%,-0.0122033,0.432858368,-0.432859,-1.2204%,,,,,
1026,128.298,-0.012204,0.00335329,0.430221,0.0139512,0.0350935,-1.2204%,-0.0122038,0.4302204,-0.430221,-1.2204%,,,,,
1027,127.379,-0.0122045,0.00335362,0.42718,0.013949,0.0351146,-1.2205%,-0.0122054,0.427180762,-0.42718,-1.2205%,,,,,
1028,127.418,-0.0122049,0.00335394,0.427352,0.0139468,0.0351357,-1.2205%,-0.0122046,0.427352327,-0.427352,-1.2204%,,,,,
1029,127.712,-0.0122054,0.00335426,0.42838,0.0139447,0.0351568,-1.2205%,-0.0122050,0.428379253,-0.42838,-1.2206%,,,,,
1030,127.341,-0.0122059,0.00335459,0.427176,0.0139425,0.0351779,-1.2206%,-0.0122067,0.427176845,-0.427176,-1.2206%,,,,,
1031,128.17,-0.0122063,0.00335491,0.429999,0.0139403,0.035199,-1.2206%,-0.0122059,0.429998815,-0.429999,-1.2206%,,,,,
1032,128.504,-0.0122068,0.00335523,0.431161,0.0139381,0.0352201,-1.2207%,-0.0122063,0.431160476,-0.431161,-1.2207%,,,,,
1033,127.161,-0.0122073,0.00335556,0.426696,0.0139359,0.0352412,-1.2207%,-0.0122080,0.426696365,-0.426696,-1.2208%,,,,,
1034,126.327,-0.0122077,0.00335588,0.423938,0.0139337,0.0352623,-1.2208%,-0.0122072,0.423938253,-0.423938,-1.2207%,,,,,
1035,127.474,-0.0122082,0.00335621,0.427829,0.0139315,0.0352834,-1.2208%,-0.0122089,0.427829514,-0.427829,-1.2208%,,,,,
1036,125.497,-0.0122087,0.00335653,0.421234,0.0139293,0.0353045,-1.2209%,-0.0122081,0.421234445,-0.421234,-1.2208%,,,,,
1037,125.804,-0.0122091,0.00335686,0.422306,0.0139271,0.0353257,-1.2209%,-0.0122098,0.422306415,-0.422306,-1.2209%,,,,,
1038,126.292,-0.0122096,0.00335718,0.423985,0.0139249,0.0353468,-1.2210%,-0.0122089,0.423984977,-0.423985,-1.2209%,,,,,
1039,126.05,-0.0122101,0.00335751,0.423214,0.0139227,0.0353679,-1.2210%,-0.0122107,0.423214136,-0.423214,-1.2211%,,,,,
1040,124.457,-0.0122105,0.00335783,0.417906,0.0139205,0.035389,-1.2211%,-0.0122099,0.417905448,-0.417906,-1.2210%,,,,,
1041,127.717,-0.012211,0.00335816,0.428894,0.0139184,0.0354101,-1.2211%,-0.0122115,0.428894121,-0.428894,-1.2211%,,,,,
1042,127.763,-0.0122114,0.00335848,0.42909,0.0139162,0.0354312,-1.2211%,-0.0122107,0.42908948,-0.42909,-1.2211%,,,,,
1043,129.037,-0.0122119,0.00335881,0.433411,0.013914,0.0354523,-1.2212%,-0.0122124,0.433410766,-0.433411,-1.2213%,,,,,
1044,128.554,-0.0122124,0.00335914,0.43183,0.0139118,0.0354734,-1.2212%,-0.0122128,0.431830884,-0.43183,-1.2212%,,,,,
1045,128.023,-0.0122128,0.00335946,0.430088,0.0139096,0.0354945,-1.2213%,-0.0122120,0.430088148,-0.430088,-1.2212%,,,,,
1046,127.448,-0.0122133,0.00335979,0.428198,0.0139074,0.0355156,-1.2213%,-0.0122137,0.428198516,-0.428198,-1.2213%,,,,,
1047,127.628,-0.0122138,0.00336012,0.428845,0.0139052,0.0355367,-1.2214%,-0.0122141,0.428845395,-0.428845,-1.2214%,,,,,
1048,126.301,-0.0122142,0.00336044,0.424427,0.013903,0.0355578,-1.2214%,-0.0122133,0.424426932,-0.424427,-1.2213%,,,,,
1049,125.126,-0.0122147,0.00336077,0.42052,0.0139008,0.0355789,-1.2215%,-0.0122150,0.420519707,-0.42052,-1.2215%,,,,,
1050,124.962,-0.0122152,0.00336078,0.419969,0.0138986,0.000683264,-1.2215%,-0.0122156,0.41996979,-0.419969,-1.2215%,,,,,
1051,126.072,-0.0122156,0.00336078,0.423701,0.0138964,0.000637863,-1.2216%,-0.0122149,0.423700256,-0.423701,-1.2216%,,,,,
1052,124.616,-0.0122161,0.00336079,0.418808,0.0138942,0.000592462,-1.2216%,-0.0122166,0.418808207,-0.418808,-1.2216%,,,,,
1053,123.826,-0.0122165,0.00336079,0.416154,0.0138921,0.000547061,-1.2217%,-0.0122159,0.416153183,-0.416154,-1.2217%,,,,,
1054,123.371,-0.012217,0.0033608,0.414625,0.0138899,0.00050166,-1.2217%,-0.0122176,0.414625257,-0.414625,-1.2217%,,,,,
1055,122.342,-0.0122175,0.0033608,0.411167,0.0138877,0.000456259,-1.2218%,-0.0122170,0.411166994,-0.411167,-1.2217%,,,,,
1056,122.119,-0.0122179,0.00336081,0.410418,0.0138855,0.000410858,-1.2218%,-0.0122187,0.410418756,-0.410418,-1.2218%,,,,,
1057,123.341,-0.0122184,0.00336081,0.414526,0.0138833,0.000365457,-1.2218%,-0.0122179,0.414525666,-0.414526,-1.2218%,,,,,
1058,123.9,-0.0122189,0.00336081,0.416405,0.0138811,0.000320056,-1.2219%,-0.0122185,0.416404359,-0.416405,-1.2219%,,,,,
1059,125.478,-0.0122193,0.00336082,0.421708,0.0138789,0.000274655,-1.2219%,-0.0122203,0.421708972,-0.421708,-1.2219%,,,,,
1060,125.725,-0.0122198,0.00336082,0.422539,0.0138767,0.000229254,-1.2220%,-0.0122195,0.422539095,-0.422539,-1.2219%,,,,,
1061,124.445,-0.0122203,0.00336082,0.418237,0.0138745,0.000183853,-1.2220%,-0.0122201,0.418237245,-0.418237,-1.2220%,,,,,
1062,125.478,-0.0122207,0.00336082,0.421709,0.0138723,0.000138452,-1.2221%,-0.0122206,0.421708972,-0.421709,-1.2221%,,,,,
1063,126.312,-0.0122212,0.00336082,0.424512,0.0138701,9.31E-05,-1.2221%,-0.0122211,0.424511896,-0.424512,-1.2221%,,,,,
1064,125.373,-0.0122217,0.00336082,0.421356,0.0138679,4.77E-05,-1.2222%,-0.0122216,0.421356086,-0.421356,-1.2222%,,,,,
1065,126.643,-0.0122221,0.00336082,0.425625,0.0138658,2.25E-06,-1.2222%,-0.0122222,0.425624327,-0.425625,-1.2223%,,,,,
1066,125.74,-0.0122226,0.00336082,0.42259,0.0138636,-4.32E-05,-1.2223%,-0.0122226,0.422589507,-0.42259,-1.2223%,,,,,
1067,127.595,-0.012223,0.00336082,0.428824,0.0138614,-8.86E-05,-1.2223%,-0.0122232,0.428823828,-0.428824,-1.2223%,,,,,
1068,128.542,-0.0122235,0.00336082,0.432006,0.0138592,-0.000133953,-1.2224%,-0.0122236,0.432006524,-0.432006,-1.2223%,,,,,
1069,127.596,-0.012224,0.00336082,0.428827,0.013857,-0.000179354,-1.2224%,-0.0122242,0.428827189,-0.428827,-1.2224%,,,,,
1070,128.539,-0.0122244,0.00336082,0.431996,0.0138548,-0.000224755,-1.2224%,-0.0122247,0.431996442,-0.431996,-1.2224%,,,,,
1071,128.462,-0.0122249,0.00336081,0.431737,0.0138526,-0.000270156,-1.2225%,-0.0122239,0.431736374,-0.431737,-1.2225%,,,,,
1072,128.293,-0.0122254,0.00336081,0.431168,0.0138504,-0.000315557,-1.2225%,-0.0122257,0.431168397,-0.431168,-1.2225%,,,,,
1073,127.977,-0.0122258,0.00336081,0.430106,0.0138482,-0.000360958,-1.2226%,-0.0122263,0.430106381,-0.430106,-1.2226%,,,,,
1074,127.335,-0.0122263,0.0033608,0.427948,0.013846,-0.000406359,-1.2226%,-0.0122255,0.427947468,-0.427948,-1.2226%,,,,,
1075,127.89,-0.0122268,0.0033608,0.429813,0.0138438,-0.00045176,-1.2227%,-0.0122273,0.429812712,-0.429813,-1.2228%,,,,,
1076,129.489,-0.0122272,0.00336079,0.435186,0.0138416,-0.000497161,-1.2227%,-0.0122266,0.435185336,-0.435186,-1.2227%,,,,,
1077,127.961,-0.0122277,0.00336079,0.43005,0.0138395,-0.000542562,-1.2228%,-0.0122283,0.430050049,-0.43005,-1.2228%,,,,,
1078,127.458,-0.0122282,0.00336078,0.428359,0.0138373,-0.000587963,-1.2228%,-0.0122276,0.428358297,-0.428359,-1.2228%,,,,,
1079,127.998,-0.0122286,0.00336078,0.430173,0.0138351,-0.000633364,-1.2229%,-0.0122294,0.430173118,-0.430173,-1.2229%,,,,,
1080,127.716,-0.0122291,0.003361,0.429253,0.0138329,0.0238378,-1.2229%,-0.0122291,0.429253476,-0.429253,-1.2229%,,,,,
1081,129.126,-0.0122295,0.00336122,0.43402,0.0138307,0.0238378,-1.2230%,-0.0122296,0.434020894,-0.43402,-1.2229%,,,,,
1082,128.31,-0.01223,0.00336144,0.431306,0.0138285,0.0238378,-1.2230%,-0.0122300,0.431306366,-0.431306,-1.2230%,,,,,
1083,129.657,-0.0122305,0.00336166,0.435862,0.0138263,0.0238378,-1.2231%,-0.0122305,0.435862751,-0.435862,-1.2230%,,,,,
1084,129.765,-0.0122309,0.00336188,0.436254,0.0138241,0.0238378,-1.2231%,-0.0122310,0.436254358,-0.436254,-1.2231%,,,,,
1085,128.05,-0.0122314,0.0033621,0.430516,0.0138219,0.0238378,-1.2231%,-0.0122314,0.430516905,-0.430516,-1.2231%,,,,,
1086,130.184,-0.0122319,0.00336231,0.43772,0.0138197,0.0238378,-1.2232%,-0.0122306,0.437718965,-0.43772,-1.2232%,,,,,
1087,129.219,-0.0122323,0.00336253,0.434503,0.0138175,0.0238378,-1.2232%,-0.0122324,0.434502764,-0.434503,-1.2233%,,,,,
1088,128.657,-0.0122328,0.00336275,0.432642,0.0138153,0.0238378,-1.2233%,-0.0122328,0.432641327,-0.432642,-1.2233%,,,,,
1089,125.551,-0.0122332,0.00336297,0.422225,0.0138132,0.0238378,-1.2233%,-0.0122333,0.422224246,-0.422225,-1.2234%,,,,,
1090,126.628,-0.0122337,0.00336319,0.425874,0.013811,0.0238378,-1.2234%,-0.0122337,0.425874023,-0.425874,-1.2234%,,,,,
1091,126.995,-0.0122342,0.00336341,0.427137,0.0138088,0.0238378,-1.2234%,-0.0122342,0.427136253,-0.427137,-1.2235%,,,,,
1092,127.181,-0.0122346,0.00336363,0.42779,0.0138066,0.0238378,-1.2235%,-0.0122347,0.427789827,-0.42779,-1.2235%,,,,,
1093,128.983,-0.0122351,0.00336385,0.43388,0.0138044,0.0238378,-1.2235%,-0.0122351,0.433879465,-0.43388,-1.2236%,,,,,
1094,127.48,-0.0122355,0.00336407,0.428852,0.0138022,0.0238378,-1.2236%,-0.0122356,0.428851644,-0.428852,-1.2236%,,,,,
1095,126.274,-0.012236,0.00336429,0.424823,0.015,0.0238378,-1.2236%,-0.0122360,0.424822355,-0.424823,-1.2237%,,,,,
1096,125.63,-0.0122366,0.00336451,0.422684,0.015,0.0238378,-1.2237%,-0.0122365,0.422683391,-0.422684,-1.2237%,,,,,
0_6-th Autocalled,125.63,-0.0122366,0.00336451,0.422684,-0.0122366,,,-0.0122362,0.422683391,-0.422684,-1.2237%,,,,,
