tau,s_tmp,cash,delta,pv,r_for,q,PL,cash,asset,debt,PL,,,
405,199.473,-0.61748,0.00672657,0.726928,0.015037,0.0272223,-0.2641%,-0.6174798,1.341769098,-0.726928,-0.2639%,,,
406,198.003,-0.628781,0.00678402,0.717204,0.0150304,0.0272506,-0.2728%,-0.6287813,1.343256312,-0.717204,-0.2729%,,,
407,196.059,-0.63926,0.00683784,0.704147,0.0150238,0.0272788,-0.2788%,-0.6392594,1.340620073,-0.704147,-0.2786%,,,
408,202.084,-0.597379,0.00663097,0.744972,0.0150173,0.027307,-0.2337%,-0.5973778,1.340012941,-0.744972,-0.2337%,,,
409,203.767,-0.584591,0.00656859,0.75629,0.0150107,0.0273352,-0.2415%,-0.5845914,1.338461879,-0.75629,-0.2420%,,,
410,205.021,-0.570934,0.00650236,0.764712,0.0150041,0.0273634,-0.2525%,-0.5709355,1.33312035,-0.764712,-0.2527%,,,
411,204.961,-0.572187,0.00650884,0.764551,0.0149975,0.0273916,-0.2676%,-0.5721856,1.334058355,-0.764551,-0.2678%,,,
412,206.252,-0.557655,0.00643876,0.773154,0.014991,0.0274198,-0.2799%,-0.5576555,1.328007128,-0.773154,-0.2802%,,,
413,208.717,-0.54219,0.00636504,0.789152,0.0149844,0.027448,-0.2850%,-0.5421902,1.328492054,-0.789152,-0.2850%,,,
414,210.914,-0.507587,0.00620135,0.803199,0.0149778,0.0274762,-0.2834%,-0.5075867,1.307951534,-0.803199,-0.2834%,,,
415,211.632,-0.508743,0.00620718,0.807903,0.0149712,0.0275044,-0.3009%,-0.5087427,1.313637918,-0.807903,-0.3008%,,,
416,211.732,-0.509909,0.00621306,0.808797,0.0149647,0.0275326,-0.3202%,-0.5099097,1.31550362,-0.808797,-0.3203%,,,
417,212.656,-0.491946,0.00612896,0.814765,0.0149581,0.0275608,-0.3350%,-0.4919458,1.303360118,-0.814765,-0.3351%,,,
418,212.339,-0.493072,0.00613463,0.8131,0.0149515,0.027589,-0.3552%,-0.4930717,1.3026212,-0.8131,-0.3551%,,,
419,212.619,-0.494208,0.00614035,0.815105,0.0149449,0.0276172,-0.3759%,-0.4942097,1.305555077,-0.815105,-0.3760%,,,
420,213.776,-0.47558,0.00605313,0.822353,0.0149384,0.00144764,-0.3919%,-0.4755775,1.294013919,-0.822353,-0.3917%,,,
421,210.661,-0.515823,0.0062441,0.803327,0.0149318,0.0013511,-0.3760%,-0.5158247,1.31538835,-0.803327,-0.3763%,,,
422,205.983,-0.569869,0.0065064,0.773522,0.0149252,0.00125455,-0.3184%,-0.5698690,1.340207791,-0.773522,-0.3183%,,,
423,199.603,-0.639039,0.00685284,0.73092,0.0149186,0.00115801,-0.2112%,-0.6390386,1.367847423,-0.73092,-0.2111%,,,
424,202.173,-0.617029,0.00674386,0.748486,0.0149121,0.00106147,-0.2091%,-0.6170283,1.363426408,-0.748486,-0.2088%,,,
425,204.035,-0.604329,0.00668152,0.761081,0.0149055,0.000964922,-0.2147%,-0.6043310,1.363263933,-0.761081,-0.2148%,,,
426,204.533,-0.590712,0.00661483,0.764521,0.0148989,0.000868378,-0.2284%,-0.5907101,1.352951024,-0.764521,-0.2280%,,,
427,201.893,-0.62151,0.00676727,0.746936,0.0148923,0.000771835,-0.2179%,-0.6215098,1.366264442,-0.746936,-0.2181%,,,
428,198.058,-0.655877,0.00694068,0.72073,0.0148858,0.000675291,-0.1954%,-0.6558781,1.374657199,-0.72073,-0.1951%,,,
429,194.496,-0.673984,0.00703365,0.695918,0.0148792,0.000578747,-0.1889%,-0.6739839,1.36801679,-0.695918,-0.1885%,,,
430,198.051,-0.658679,0.00695624,0.720845,0.0148726,0.000482204,-0.1834%,-0.6586785,1.377690288,-0.720845,-0.1833%,66.63448%,,
431,197.988,-0.660272,0.00696416,0.720489,0.014866,0.00038566,-0.1940%,-0.6602724,1.37882011,-0.720489,-0.1941%,66.61328%,,
432,197.452,-0.661881,0.00697218,0.716833,0.0148595,0.000289116,-0.2043%,-0.6618814,1.376670885,-0.716833,-0.2043%,66.43295%,,
433,197.211,-0.663509,0.0069803,0.715218,0.0148529,0.000192573,-0.2134%,-0.6635086,1.376591943,-0.715218,-0.2135%,66.35186%,,
434,193.773,-0.687599,0.00710448,0.691052,0.0148463,9.60E-05,-0.1992%,-0.6875984,1.376656403,-0.691052,-0.1994%,65.19514%,,
435,192.611,-0.689004,0.00711163,0.68283,0.0148397,-5.15E-07,-0.2053%,-0.6890041,1.369778166,-0.68283,-0.2056%,64.80419%,,
436,193.998,-0.684048,0.00708594,0.692731,0.0148332,-9.71E-05,-0.2120%,-0.6840486,1.374658188,-0.692731,-0.2121%,65.27084%,,
437,193.012,-0.691837,0.00712615,0.685754,0.0148266,-0.000193602,-0.2159%,-0.6918375,1.375432464,-0.685754,-0.2159%,64.93910%,,
438,191.431,-0.698451,0.00716055,0.674477,0.01482,-0.000290146,-0.2178%,-0.6984514,1.370751247,-0.674477,-0.2177%,64.40717%,,
439,187.81,-0.709787,0.00722074,0.64844,0.0148134,-0.000386689,-0.2097%,-0.7097851,1.356127179,-0.64844,-0.2098%,63.18888%,,
440,188.238,-0.708188,0.00721209,0.651525,0.0148068,-0.000483233,-0.2123%,-0.7081893,1.357589397,-0.651525,-0.2125%,63.33288%,,
441,185.425,-0.713098,0.0072384,0.631178,0.0148003,-0.000579777,-0.2093%,-0.7130974,1.34218032,-0.631178,-0.2095%,62.38645%,,
442,185.5,-0.713781,0.00724191,0.631699,0.0147937,-0.00067632,-0.2108%,-0.7137805,1.343374305,-0.631699,-0.2105%,62.41168%,,
443,186.764,-0.713136,0.00723829,0.640837,0.0147871,-0.000772864,-0.2122%,-0.7131367,1.351851994,-0.640837,-0.2122%,62.83696%,,
444,182.384,-0.716057,0.00725413,0.609065,0.0147805,-0.000869408,-0.2082%,-0.7160570,1.323037246,-0.609065,-0.2085%,61.36330%,,
445,182.525,-0.716355,0.00725559,0.610051,0.014774,-0.000965951,-0.2084%,-0.7163560,1.324326565,-0.610051,-0.2080%,61.41074%,,
446,182.326,-0.716605,0.00725677,0.608579,0.0147674,-0.0010625,-0.2085%,-0.7166030,1.323097847,-0.608579,-0.2084%,61.34379%,,
447,181.863,-0.716619,0.00725667,0.605187,0.0147608,-0.00115904,-0.2085%,-0.7166200,1.319719776,-0.605187,-0.2087%,61.18801%,,
448,180.023,-0.716346,0.00725497,0.591798,0.0147542,-0.00125558,-0.2084%,-0.7163464,1.306061464,-0.591798,-0.2083%,60.56894%,,
449,175.873,-0.0533705,0.00348515,0.570888,0.0147477,-0.00135213,-1.1315%,-0.0533701,0.612943786,-0.570888,-1.1314%,59.17267%,,178.332
450,179.328,-0.0611921,0.00352874,0.58297,0.0147411,-0.00144867,-1.1362%,-0.0611920,0.632801887,-0.58297,-1.1360%,,,
451,180.783,-0.0638379,0.00354337,0.588079,0.0147345,0.00118377,-1.1335%,-0.0638374,0.640581059,-0.588079,-1.1335%,,,
452,176.363,-0.0557223,0.00349735,0.572511,0.0147279,0.0010993,-1.1431%,-0.0557224,0.616803138,-0.572511,-1.1430%,,,
453,175.08,-0.0530369,0.00348201,0.56801,0.0147214,0.00101483,-1.1418%,-0.0530371,0.609630311,-0.56801,-1.1417%,,,
454,174.072,-0.05042,0.00346697,0.564482,0.0147148,0.000930365,-1.1399%,-0.0504195,0.603502402,-0.564482,-1.1399%,,,
455,173.412,-0.0502796,0.00346616,0.562171,0.0147082,0.000845896,-1.1375%,-0.0502802,0.601073738,-0.562171,-1.1377%,,,
456,169.996,-0.0432646,0.00342489,0.550376,0.0147016,0.000761428,-1.1422%,-0.0432647,0.5822176,-0.550376,-1.1423%,,,
457,168.223,-0.041044,0.00341169,0.544291,0.0146951,0.000676959,-1.1412%,-0.0410447,0.573924727,-0.544291,-1.1411%,,,
458,169.657,-0.0431004,0.0034238,0.549183,0.0146885,0.000592491,-1.1410%,-0.0430993,0.580871637,-0.549183,-1.1411%,,,
459,168.322,-0.0408801,0.00341061,0.544602,0.0146819,0.000508022,-1.1402%,-0.0408812,0.574080696,-0.544602,-1.1402%,,,
460,167.73,-0.0407899,0.00341006,0.542566,0.0146753,0.000423554,-1.1387%,-0.0407888,0.571969364,-0.542566,-1.1385%,,,
461,164.09,-0.0349176,0.00337427,0.530204,0.0146688,0.000339085,-1.1436%,-0.0349182,0.553683964,-0.530204,-1.1438%,,,
462,167.225,-0.0407214,0.00340897,0.540818,0.0146622,0.000254617,-1.1476%,-0.0407213,0.570065008,-0.540818,-1.1474%,,,
463,166.188,-0.038607,0.00339624,0.537278,0.0146556,0.000170148,-1.1473%,-0.0386072,0.564414333,-0.537278,-1.1471%,,,
464,165.627,-0.0365771,0.00338397,0.535364,0.014649,8.57E-05,-1.1464%,-0.0365762,0.560476799,-0.535364,-1.1463%,,,
465,168.842,-0.0426479,0.00341992,0.546286,0.0146425,1.21E-06,-1.1508%,-0.0426484,0.577426133,-0.546286,-1.1508%,,,
466,167.156,-0.0384176,0.0033946,0.540525,0.0146359,-8.33E-05,-1.1516%,-0.0384174,0.567427758,-0.540525,-1.1515%,,,
467,166.297,-0.0383279,0.00339405,0.537594,0.0146293,-0.000167726,-1.1500%,-0.0383279,0.564420333,-0.537594,-1.1502%,,,
468,167.719,-0.0402727,0.00340564,0.542412,0.0146227,-0.000252194,-1.1493%,-0.0402737,0.571190535,-0.542412,-1.1495%,,,
469,168.868,-0.0423036,0.00341765,0.546314,0.0146162,-0.000336663,-1.1484%,-0.0423029,0.57713172,-0.546314,-1.1485%,,,
470,173.746,-0.0492101,0.00345739,0.563046,0.0146096,-0.000421131,-1.1548%,-0.0492106,0.600707683,-0.563046,-1.1549%,,,
471,174.974,-0.0516044,0.00347105,0.567279,0.014603,-0.0005056,-1.1538%,-0.0516031,0.607343503,-0.567279,-1.1539%,,,
472,178.55,-0.0567952,0.00350011,0.579718,0.0145964,-0.000590068,-1.1567%,-0.0567961,0.624944641,-0.579718,-1.1569%,,,
473,176.098,-0.0514732,0.00346987,0.571141,0.0145899,-0.000674537,-1.1576%,-0.0514734,0.611037167,-0.571141,-1.1577%,,,
474,175.028,-0.0513719,0.00346927,0.567405,0.0145833,-0.000759005,-1.1557%,-0.0513715,0.60721939,-0.567405,-1.1557%,,,
475,173.595,-0.0487964,0.00345441,0.562428,0.0145767,-0.000843474,-1.1555%,-0.0487957,0.599668304,-0.562428,-1.1555%,,,
476,174.092,-0.0486948,0.00345381,0.564124,0.0145701,-0.000927942,-1.1538%,-0.0486954,0.601280691,-0.564124,-1.1539%,,,
477,173.529,-0.0485932,0.0034532,0.562161,0.0145636,-0.00101241,-1.1522%,-0.0485926,0.599230343,-0.562161,-1.1523%,,,
478,173.744,-0.0484911,0.00345259,0.562881,0.014557,-0.00109688,-1.1505%,-0.0484910,0.599866797,-0.562881,-1.1505%,,,
479,169.089,-0.0415972,0.0034118,0.546896,0.0145504,-0.00118135,-1.1597%,-0.0415978,0.57689785,-0.546896,-1.1596%,,,
480,170.368,-0.0437037,0.00342414,0.551247,0.0145438,-0.00126582,-1.1586%,-0.0437032,0.583363884,-0.551247,-1.1586%,,,
481,170.832,-0.0437383,0.00342611,0.553119,0.0145373,0.188875,-1.1568%,-0.0437392,0.585289224,-0.553119,-1.1569%,,,
482,167.471,-0.0394944,0.00340254,0.541936,0.0145307,0.18958,-1.1605%,-0.0394947,0.569826776,-0.541936,-1.1604%,,,
483,169.65,-0.0416536,0.00341703,0.549648,0.0145241,0.190285,-1.1603%,-0.0416532,0.57969914,-0.549648,-1.1602%,,,
484,168.859,-0.0416847,0.00341899,0.547233,0.0145175,0.190989,-1.1591%,-0.0416842,0.577327232,-0.547233,-1.1590%,,,
485,168.481,-0.0395877,0.00340833,0.546231,0.014511,0.191694,-1.1579%,-0.0395877,0.574238847,-0.546231,-1.1580%,,,
486,166.864,-0.0375824,0.0033981,0.541007,0.0145044,0.192399,-1.1568%,-0.0375824,0.567020558,-0.541007,-1.1569%,,,
487,163.558,-0.0338535,0.00337709,0.530084,0.0144978,0.193104,-1.1586%,-0.0338534,0.552350086,-0.530084,-1.1587%,,,
488,165.305,-0.03573,0.00339023,0.53628,0.0144912,0.193809,-1.1589%,-0.0357305,0.56042197,-0.53628,-1.1588%,,,
489,163.533,-0.0339067,0.00338088,0.530562,0.0144847,0.194514,-1.1583%,-0.0339068,0.552885449,-0.530562,-1.1583%,,,
490,164.717,-0.0357858,0.00339409,0.534857,0.0144781,0.195219,-1.1578%,-0.0357860,0.559064323,-0.534857,-1.1579%,,,
491,161.649,-0.0322266,0.00337388,0.524764,0.0144715,0.195923,-1.1607%,-0.0322257,0.545384328,-0.524764,-1.1605%,,,
492,163.859,-0.0340188,0.00338663,0.53252,0.0144649,0.196628,-1.1609%,-0.0340192,0.554929805,-0.53252,-1.1609%,,,
493,164.473,-0.0359091,0.00339995,0.534892,0.0144584,0.197333,-1.1601%,-0.0359097,0.559199976,-0.534892,-1.1602%,,,
494,162.366,-0.0323102,0.00337962,0.528036,0.0144518,0.198038,-1.1613%,-0.0323100,0.548735381,-0.528036,-1.1611%,,,
495,162.081,-0.032326,0.00338155,0.52736,0.0144452,0.198743,-1.1601%,-0.0323260,0.548085006,-0.52736,-1.1601%,,,
496,160.831,-0.0306646,0.00337306,0.523425,0.0144386,0.199448,-1.1596%,-0.0306646,0.542492613,-0.523425,-1.1597%,,,
497,160.441,-0.030678,0.00337499,0.522392,0.0144321,0.200152,-1.1584%,-0.0306786,0.541486771,-0.522392,-1.1584%,,,
498,160.459,-0.0306916,0.00337692,0.522739,0.0144255,0.200857,-1.1574%,-0.0306908,0.541857206,-0.522739,-1.1573%,,,
499,164.618,-0.0361497,0.00341193,0.537144,0.0144189,0.201562,-1.1627%,-0.0361490,0.561665093,-0.537144,-1.1628%,,,
500,162.232,-0.032504,0.00339134,0.529321,0.0144123,0.202267,-1.1642%,-0.0325039,0.550183871,-0.529321,-1.1641%,,,
501,162.177,-0.0325218,0.00339333,0.529431,0.0144058,0.202972,-1.1631%,-0.0325221,0.550320079,-0.529431,-1.1633%,,,
502,162.685,-0.0325399,0.00339533,0.531454,0.0143992,0.203677,-1.1623%,-0.0325403,0.552369261,-0.531454,-1.1625%,,,
503,165.549,-0.0363311,0.00342013,0.541524,0.0143926,0.204382,-1.1659%,-0.0363320,0.566199101,-0.541524,-1.1657%,,,
504,166.426,-0.0383912,0.00343442,0.544835,0.014386,0.205086,-1.1652%,-0.0383908,0.571576783,-0.544835,-1.1649%,,,
505,166.246,-0.0384223,0.00343653,0.544527,0.0143795,0.205791,-1.1639%,-0.0384215,0.571309366,-0.544527,-1.1639%,,,
506,164.993,-0.0364271,0.00342638,0.540535,0.0143729,0.206496,-1.1633%,-0.0364283,0.565328715,-0.540535,-1.1635%,,,
507,168.692,-0.0429561,0.00346702,0.553585,0.0143663,0.207201,-1.1682%,-0.0429560,0.584858538,-0.553585,-1.1682%,,,
